ano,organização,sigla,SG_nome,país
1975,Food and Agriculture Organization,FAO,"Boerma, Addeke Hendrik",Holanda
1976,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1977,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1978,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1979,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1980,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1981,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1982,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1983,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1984,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1985,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1986,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1987,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1988,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1989,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1990,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1991,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1992,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1993,Food and Agriculture Organization,FAO,"Saouma, Édouard Victo",Líbano
1994,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
1995,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
1996,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
1997,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
1998,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
1999,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2000,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2001,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2002,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2003,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2004,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2005,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2006,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2007,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2008,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2009,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2010,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2011,Food and Agriculture Organization,FAO,"Diouf, Jacque",Senegal
2012,Food and Agriculture Organization,FAO,"Graziano da Silva, José",Brasil
2013,Food and Agriculture Organization,FAO,"Graziano da Silva, José",Brasil
2014,Food and Agriculture Organization,FAO,"Graziano da Silva, José",Brasil
2015,Food and Agriculture Organization,FAO,"Graziano da Silva, José",Brasil
2016,Food and Agriculture Organization,FAO,"Graziano da Silva, José",Brasil
2017,Food and Agriculture Organization,FAO,"Graziano da Silva, José",Brasil
1975,General Agreement on Tariffs and Trade,GATT,"Long, Olivier",Suíça
1976,General Agreement on Tariffs and Trade,GATT,"Long, Olivier",Suíça
1977,General Agreement on Tariffs and Trade,GATT,"Long, Olivier",Suíça
1978,General Agreement on Tariffs and Trade,GATT,"Long, Olivier",Suíça
1979,General Agreement on Tariffs and Trade,GATT,"Long, Olivier",Suíça
1980,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1981,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1982,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1983,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1984,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1985,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1986,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1987,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1988,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1989,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1990,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1991,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1992,General Agreement on Tariffs and Trade,GATT,"Dunkel, Arthur",Suíça
1993,General Agreement on Tariffs and Trade,GATT,"Sutherland, Peter",Irlanda
1994,General Agreement on Tariffs and Trade,GATT,"Sutherland, Peter",Irlanda
1995,World Trade Organization,WTO,"Ruggiero, Renato",Itália
1996,World Trade Organization,WTO,"Ruggiero, Renato",Itália
1997,World Trade Organization,WTO,"Ruggiero, Renato",Itália
1998,World Trade Organization,WTO,"Ruggiero, Renato",Itália
1999,World Trade Organization,WTO,"Moore, Mike",Nova Zelândia
2000,World Trade Organization,WTO,"Moore, Mike",Nova Zelândia
2001,World Trade Organization,WTO,"Moore, Mike",Nova Zelândia
2002,World Trade Organization,WTO,Supachai Panitchpakdi,Tailândia
2003,World Trade Organization,WTO,Supachai Panitchpakdi,Tailândia
2004,World Trade Organization,WTO,Supachai Panitchpakdi,Tailândia
2005,World Trade Organization,WTO,"Lamy, Pascal",França
2006,World Trade Organization,WTO,"Lamy, Pascal",França
2007,World Trade Organization,WTO,"Lamy, Pascal",França
2008,World Trade Organization,WTO,"Lamy, Pascal",França
2009,World Trade Organization,WTO,"Lamy, Pascal",França
2010,World Trade Organization,WTO,"Lamy, Pascal",França
2011,World Trade Organization,WTO,"Lamy, Pascal",França
2012,World Trade Organization,WTO,"Lamy, Pascal",França
2013,World Trade Organization,WTO,"De Azevêdo, Roberto Carvalho",Brasil
2014,World Trade Organization,WTO,"De Azevêdo, Roberto Carvalho",Brasil
2015,World Trade Organization,WTO,"De Azevêdo, Roberto Carvalho",Brasil
2016,World Trade Organization,WTO,"De Azevêdo, Roberto Carvalho",Brasil
2017,World Trade Organization,WTO,"De Azevêdo, Roberto Carvalho",Brasil
1975,International Atomic Energy Agency,IAEA,"Eklund, Sigvard",Suécia
1976,International Atomic Energy Agency,IAEA,"Eklund, Sigvard",Suécia
1977,International Atomic Energy Agency,IAEA,"Eklund, Sigvard",Suécia
1978,International Atomic Energy Agency,IAEA,"Eklund, Sigvard",Suécia
1979,International Atomic Energy Agency,IAEA,"Eklund, Sigvard",Suécia
1980,International Atomic Energy Agency,IAEA,"Eklund, Sigvard",Suécia
1981,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1982,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1983,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1984,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1985,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1986,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1987,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1988,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1989,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1990,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1991,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1992,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1993,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1994,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1995,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1996,International Atomic Energy Agency,IAEA,"Blix, Hans",Suécia
1997,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
1998,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
1999,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2000,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2001,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2002,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2003,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2004,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2005,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2006,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2007,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2008,International Atomic Energy Agency,IAEA,"El-Baradei, Muhammad",Egito
2009,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
2010,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
2011,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
2012,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
2013,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
2014,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
2015,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
2016,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
2017,International Atomic Energy Agency,IAEA,"Amano, Yukiya",Japão
1975,World Bank,IBRD,"McNamara, Robert Strange ",Estados Unidos
1976,World Bank,IBRD,"McNamara, Robert Strange ",Estados Unidos
1977,World Bank,IBRD,"McNamara, Robert Strange ",Estados Unidos
1978,World Bank,IBRD,"McNamara, Robert Strange ",Estados Unidos
1979,World Bank,IBRD,"McNamara, Robert Strange ",Estados Unidos
1980,World Bank,IBRD,"McNamara, Robert Strange ",Estados Unidos
1981,World Bank,IBRD,"Clausen, Alden Winship",Estados Unidos
1982,World Bank,IBRD,"Clausen, Alden Winship",Estados Unidos
1983,World Bank,IBRD,"Clausen, Alden Winship",Estados Unidos
1984,World Bank,IBRD,"Clausen, Alden Winship",Estados Unidos
1985,World Bank,IBRD,"Clausen, Alden Winship",Estados Unidos
1986,World Bank,IBRD,"Conable Jr., Barber Benjamin",Estados Unidos
1987,World Bank,IBRD,"Conable Jr., Barber Benjamin",Estados Unidos
1988,World Bank,IBRD,"Conable Jr., Barber Benjamin",Estados Unidos
1989,World Bank,IBRD,"Conable Jr., Barber Benjamin",Estados Unidos
1990,World Bank,IBRD,"Conable Jr., Barber Benjamin",Estados Unidos
1991,World Bank,IBRD,"Preston, Lewis Thompson",Estados Unidos
1992,World Bank,IBRD,"Preston, Lewis Thompson",Estados Unidos
1993,World Bank,IBRD,"Preston, Lewis Thompson",Estados Unidos
1994,World Bank,IBRD,"Preston, Lewis Thompson",Estados Unidos
1995,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
1996,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
1997,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
1998,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
1999,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
2000,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
2001,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
2002,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
2003,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
2004,World Bank,IBRD,"Wolfensohn, James David",Estados Unidos
2005,World Bank,IBRD,"Wolfowitz, Paul",Estados Unidos
2006,World Bank,IBRD,"Wolfowitz, Paul",Estados Unidos
2007,World Bank,IBRD,"Zoellick, Robert Bruce",Estados Unidos
2008,World Bank,IBRD,"Zoellick, Robert Bruce",Estados Unidos
2009,World Bank,IBRD,"Zoellick, Robert Bruce",Estados Unidos
2010,World Bank,IBRD,"Zoellick, Robert Bruce",Estados Unidos
2011,World Bank,IBRD,"Zoellick, Robert Bruce",Estados Unidos
2012,World Bank,IBRD,"Kim, Jim Young",Estados Unidos
2013,World Bank,IBRD,"Kim, Jim Young",Estados Unidos
2014,World Bank,IBRD,"Kim, Jim Young",Estados Unidos
2015,World Bank,IBRD,"Kim, Jim Young",Estados Unidos
2016,World Bank,IBRD,"Kim, Jim Young",Estados Unidos
2017,World Bank,IBRD,"Kim, Jim Young",Estados Unidos
1975,International Civil Aviation Organization,ICAO,"Kotaite, Assad",Líbano
1976,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1977,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1978,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1979,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1980,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1981,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1982,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1983,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1984,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1985,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1986,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1987,International Civil Aviation Organization,ICAO,"Lambert, Yves",França
1988,International Civil Aviation Organization,ICAO,"Sidhu, Shivinder Singh",Índia
1989,International Civil Aviation Organization,ICAO,"Sidhu, Shivinder Singh",Índia
1990,International Civil Aviation Organization,ICAO,"Sidhu, Shivinder Singh",Índia
1991,International Civil Aviation Organization,ICAO,"Rochat, Philippe H.P.",Suíça
1992,International Civil Aviation Organization,ICAO,"Rochat, Philippe H.P.",Suíça
1993,International Civil Aviation Organization,ICAO,"Rochat, Philippe H.P.",Suíça
1994,International Civil Aviation Organization,ICAO,"Rochat, Philippe H.P.",Suíça
1995,International Civil Aviation Organization,ICAO,"Rochat, Philippe H.P.",Suíça
1996,International Civil Aviation Organization,ICAO,"Rochat, Philippe H.P.",Suíça
1997,International Civil Aviation Organization,ICAO,"Pereira, Renato Cláudio Costa",Brasil
1998,International Civil Aviation Organization,ICAO,"Pereira, Renato Cláudio Costa",Brasil
1999,International Civil Aviation Organization,ICAO,"Pereira, Renato Cláudio Costa",Brasil
2000,International Civil Aviation Organization,ICAO,"Pereira, Renato Cláudio Costa",Brasil
2001,International Civil Aviation Organization,ICAO,"Pereira, Renato Cláudio Costa",Brasil
2002,International Civil Aviation Organization,ICAO,"Pereira, Renato Cláudio Costa",Brasil
2003,International Civil Aviation Organization,ICAO,"Chérif, Taïeb",Argélia
2004,International Civil Aviation Organization,ICAO,"Chérif, Taïeb",Argélia
2005,International Civil Aviation Organization,ICAO,"Chérif, Taïeb",Argélia
2006,International Civil Aviation Organization,ICAO,"Chérif, Taïeb",Argélia
2007,International Civil Aviation Organization,ICAO,"Chérif, Taïeb",Argélia
2008,International Civil Aviation Organization,ICAO,"Chérif, Taïeb",Argélia
2009,International Civil Aviation Organization,ICAO,"Benjamin, Raymond",França
2010,International Civil Aviation Organization,ICAO,"Benjamin, Raymond",França
2011,International Civil Aviation Organization,ICAO,"Benjamin, Raymond",França
2012,International Civil Aviation Organization,ICAO,"Benjamin, Raymond",França
2013,International Civil Aviation Organization,ICAO,"Benjamin, Raymond",França
2014,International Civil Aviation Organization,ICAO,"Benjamin, Raymond",França
